TITLE="Graphics"
VARIABLES= "x", "T_can", "Y_H_can", "Y_H2_can", "Y_O_can", "Y_O2_can", "Y_OH_can", "Y_H2O_can", "Y_N2_can", "Y_HO2_can", "Y_H2O2_can", "Y_CO_can", "Y_CO2_can", "Y_CH2O_can", "Y_HCO_can", "Y_CH3OH_can", "Y_CH2OH_can", "Y_CH3O_can", "Y_CH3O2_can", "Y_CH4_can", "Y_CH3_can", "Y_CH2_can", "Y_CH2(S)_can", "Y_C2H6_can", "Y_C2H5O2_can", "Y_C2H5_can", "Y_C2H4_can", "Y_C2H3_can", "Y_C2H2_can", "Y_CH2CHO_can", "Y_CH2CO_can", "Y_HCCO_can", "Y_NC3H7_can", "Y_C3H6_can", "Y_C3H5-A_can", "Y_C3H5O_can", "Y_C3H4-A_can", "Y_NC3H7O2_can", "Y_C2H3CHO_can", "Y_NC7H16_can", "Y_C7H15_can", "Y_C7H15O2_can", "Y_C7H14OOH_can", "Y_C7H14_can", "Y_C7H14OOHO2_can", "Y_NC7KET_can", "Y_C7H14O_can", "Y_NC3H7CHO_can", "Y_NC3H7CO_can"
-0.49064941406249996 500.0 -4.2483973316762386e-15 2.8155711131427965e-15 -1.0136117915643668e-13 0.21850559599244065 1.819941834062527e-20 -2.353418070066462e-15 0.7192878080082483 1.1173902768103062e-15 -2.0790391751818347e-13 1.7179070239637446e-13 1.445879516439271e-15 7.020334744076583e-13 -2.0068741290180422e-27 -2.0969936696730695e-15 4.182328992808309e-32 -4.903948308784448e-23 -4.0396785087932626e-15 6.3645472406492666e-15 -4.345940194447497e-13 2.5450670599193063e-28 1.7930327552858646e-13 -1.6133080121224284e-15 2.9301214572633974e-16 5.556218177523108e-14 4.4472499063326696e-14 -1.3609362124915646e-27 1.2507549840768864e-15 -6.971223343999707e-24 -1.7536318809461247e-13 1.5888661289437098e-31 -3.956035816426344e-14 5.123289063009882e-14 -4.5429168334194566e-13 -6.642428058002685e-23 2.925763151713256e-16 -1.4986189097465588e-16 2.950508866903719e-13 0.06220659599869781 2.833999124919218e-13 2.782199225949115e-16 3.930816160786064e-21 5.414642794440214e-13 2.763457601716978e-16 6.398998229069727e-15 8.426852738315885e-14 -3.885331892800958e-13 -3.159602230601794e-29
-0.35064941406249994 500.00000000545265 7.82423691920783e-21 2.9101564503048732e-15 -4.9918976564585026e-17 0.21850559599199076 2.9360957240320397e-18 2.5793776125134727e-13 0.7192878080082501 2.7549178527920554e-13 -2.0286519809866354e-13 5.300934419798835e-13 1.4458769364875656e-15 7.019509586883017e-13 -7.6624289627028585e-25 -2.096993683683244e-15 1.467742427709235e-29 -1.5109729840558543e-20 -1.366478710620681e-12 6.364547272360392e-15 -1.4604382438278195e-18 -1.1209771034397513e-29 1.943868453603397e-20 -1.6133080085720747e-15 1.1712215590723263e-13 2.6793813647221156e-20 4.4582929284577943e-14 -4.809330281585331e-25 1.250754773872522e-15 -3.1668597979900547e-21 -1.7535902259584917e-13 3.011985734809442e-29 -3.6732356214287646e-20 5.1233430900311907e-14 -4.5426377717790363e-13 -3.8839670053603756e-20 2.92342158953006e-16 -6.918318251324488e-14 2.9501455161792365e-13 0.06220659599786314 1.730992498049144e-19 2.1031423231424526e-13 2.9714147714095898e-18 5.417559219822112e-13 2.5641564149270533e-13 1.1776676019148205e-12 8.434749427408042e-14 -3.885260482288211e-13 -1.6022722187611913e-26
-0.28064941406249994 500.0000000072212 -1.793835139783612e-25 3.086821850170863e-15 -4.94042315839165e-20 0.2185055959917002 1.7862068404478377e-18 3.3732934076008657e-13 0.71928780800825 2.7372035034424443e-13 -2.0036142566070383e-13 5.300929098294244e-13 1.445875610990297e-15 7.019078370068499e-13 -7.60694717866723e-25 -2.0969936853694736e-15 8.14124242044784e-30 -1.4986856060056622e-20 -1.366539627381821e-12 6.3645472699330535e-15 -6.7151505635802365e-21 -6.738038066813154e-33 4.2275508884757624e-27 -1.6133080014537915e-15 1.172324580233374e-13 1.8322778095609294e-22 4.458283552873321e-14 -4.766694401900825e-25 1.2507546700841362e-15 -3.2728568415287602e-21 -1.7535579959559685e-13 1.664475825612112e-29 -1.4136882051077277e-22 5.123377543620881e-14 -4.542499659720775e-13 -3.849586493238352e-20 2.922250630113863e-16 -6.92066342253688e-14 2.9499654840648025e-13 0.06220659599741281 1.3926982258905831e-19 2.0048394828042785e-13 2.8326955980789383e-18 5.418949603129258e-13 2.822256302110122e-13 1.822249880369812e-12 8.438514304588682e-14 -3.8852052310141425e-13 -1.2317163548821394e-26
-0.2106494140624999 500.0000000090486 -1.9581502647025327e-25 9.049395279719776e-15 -1.0341936895880529e-22 0.2185055959914011 1.8544650228675702e-18 4.1974790293410546e-13 0.719287808008244 2.7196688387490997e-13 -1.9787318082497867e-13 5.300923445560358e-13 1.445874294579526e-15 7.018626323303073e-13 -7.532608891213043e-25 -2.096993688847091e-15 8.346167238391283e-30 -1.4855908276986148e-20 -1.3665976918340869e-12 6.364547273536097e-15 -6.708912833803925e-21 4.0989940616122833e-35 9.22243274278807e-34 -1.6133079842379499e-15 1.1734604651727866e-13 1.8304823371222672e-22 4.458274604511389e-14 -4.7201336832627035e-25 1.2507545672972332e-15 -3.2519136378678884e-21 -1.7535139796627398e-13 1.7071111774716654e-29 -1.4134882435519654e-22 5.123412007797827e-14 -4.542362945448973e-13 -3.811987007967572e-20 2.9210796642426854e-16 -6.922941023730414e-14 2.9497872477902655e-13 0.06220659599694607 1.445333548341619e-19 2.0363742938327985e-13 2.877278315113161e-18 5.420362001442269e-13 2.9280739204142725e-13 2.4910300142623925e-12 8.442338827739957e-14 -3.885129751856512e-13 -1.1939268700436179e-26
-0.17564941406249995 500.00000000997517 -1.9525864467751704e-25 8.526023652028473e-14 -5.508151281761535e-23 0.21850559599124028 1.8815153088221474e-18 4.615634185371349e-13 0.7192878080081675 2.710940565806258e-13 -1.9663257338454495e-13 5.300920662300886e-13 1.445873653582204e-15 7.018395299485768e-13 -7.495703099132791e-25 -2.09699369168413e-15 8.419821591392735e-30 -1.4790871850363514e-20 -1.3666271144192837e-12 6.3645476605204455e-15 -6.710556701984065e-21 4.05847906640712e-35 5.25539856866562e-38 -1.6133079689958824e-15 1.1740363990199635e-13 1.8297407318449213e-22 4.458270261599456e-14 -4.697029615910231e-25 1.2507545295348559e-15 -3.236803239089449e-21 -1.7534889647169121e-13 1.7225739834181286e-29 -1.4137176966581046e-22 5.12342924316159e-14 -4.5422949353054176e-13 -3.793330520902513e-20 2.920494176181972e-16 -6.924064721665739e-14 2.9496985766832437e-13 0.06220659599671897 1.4658889754601175e-19 2.0601667843179163e-13 2.910899360971261e-18 5.421076507500119e-13 2.970783914641511e-13 2.8303193697773933e-12 8.444273580861952e-14 -3.885086861137746e-13 -1.1685140641028742e-26
-0.14064941406249995 500.000000010914 -1.9470438516803202e-25 1.4094518681924406e-12 -5.549413277999744e-23 0.21850559599091907 1.9068179778045636e-18 5.039511176109605e-13 0.7192878080068377 2.702022306581376e-13 -1.9538411754773769e-13 5.30091964909321e-13 1.4458744964045021e-15 7.018165902477361e-13 -7.45903346838622e-25 -2.096993673458578e-15 8.476792805164717e-30 -1.472625587805859e-20 -1.3666558845209056e-12 6.364569830484166e-15 -6.70770115371708e-21 4.01478375233561e-35 5.084569404326087e-38 -1.6133079492403756e-15 1.1746068233716854e-13 1.8289993414859874e-22 4.4582674535336266e-14 -4.674071196927636e-25 1.2507554386876359e-15 -3.2211003443632973e-21 -1.753460913528774e-13 1.7358016911805865e-29 -1.4139440763253356e-22 5.123446478449668e-14 -4.5422272688925004e-13 -3.77479185073781e-20 2.919908687990197e-16 -6.925173385921394e-14 2.9496103469110667e-13 0.06220659599665258 1.4851383623700923e-19 2.0860426325701014e-13 2.947461595967702e-18 5.421800022371851e-13 3.010708606866501e-13 3.17418313073146e-12 8.446232728930126e-14 -3.885038762579304e-13 -1.1417247053555294e-26
-0.10564941406249993 500.0000000118652 -1.9414847887475074e-25 2.4417758328452893e-11 -5.598436062931833e-23 0.21850559598784208 1.931603299557824e-18 5.473221857794322e-13 0.7192878079837302 2.693146375739196e-13 -1.9413944308852562e-13 5.301028025348206e-13 1.4459926039305767e-15 7.017938213322151e-13 -7.422631143456354e-25 -2.0969920000916868e-15 8.529411398519944e-30 -1.466205746615425e-20 -1.3666840007866523e-12 6.365824501589961e-15 -6.704837977002421e-21 3.971403295350432e-35 4.954584871953696e-38 -1.6133075486644567e-15 1.175171794370607e-13 1.8282666634045685e-22 4.4583594228442374e-14 -4.651280598054431e-25 1.2508226344642968e-15 -3.205404271538024e-21 -1.7534297843310215e-13 1.7481004603315506e-29 -1.4141674236291401e-22 5.123463836038701e-14 -4.5421599441639775e-13 -3.7563887482974456e-20 2.9193234690103366e-16 -6.926267201564178e-14 2.949522555881747e-13 0.062206595999429966 1.504001304290533e-19 2.112420876304463e-13 2.9847330282700124e-18 5.42253271951923e-13 3.0498165877886665e-13 3.52252838505152e-12 8.448216741126937e-14 -3.8849853883099477e-13 -1.1147559260598932e-26
-0.07064941406249997 500.0000000128435 -1.935568865768202e-25 4.2419511993284707e-10 -5.646207585922874e-23 0.21850559593691282 1.9562039279525693e-18 6.137546736997225e-13 0.7192878075822157 2.684396174685785e-13 -1.9288219529211683e-13 5.307948846869759e-13 1.4553978497740903e-15 7.017719441515116e-13 -7.386498593482242e-25 -2.0968602507896615e-15 8.579370542493366e-30 -1.45982728542474e-20 -1.3667114537400725e-12 6.436815168017016e-15 -6.701967421967345e-21 3.928199822188326e-35 4.826203511976394e-38 -1.613274949527508e-15 1.1757313743052215e-13 1.8275434685747513e-22 4.4647231954730236e-14 -4.62865900781344e-25 1.255531278984046e-15 -3.1898004951378315e-21 -1.7533953504261015e-13 1.759824488716379e-29 -1.4143878111749103e-22 5.123492216423815e-14 -4.542092955382784e-13 -3.738122136015581e-20 2.9187634199468784e-16 -6.927346459753106e-14 2.949435202718586e-13 0.06220659605166933 1.5227264374824127e-19 2.138882421016164e-13 3.0221219912969918e-18 5.423274615050846e-13 3.0886329629359456e-13 3.8753146228200925e-12 8.450225657175229e-14 -3.8849266877873435e-13 -1.0879247693799026e-26
-0.0531494140624999 500.0000000136955 -1.9302001063429907e-25 3.079017450641652e-09 -5.669835020936255e-23 0.21850559559963004 1.968481242850085e-18 1.0883912052286067e-12 0.7192878049155715 2.6820238746394047e-13 -1.9186630900998864e-13 5.470525610730614e-13 1.7359292565507135e-15 7.017821619971751e-13 -7.368606392796408e-25 -2.092960841812011e-15 8.603799160191751e-30 -1.4566503246920776e-20 -1.3667246431940503e-12 7.951955954247093e-15 -6.700534751626607e-21 3.9018875265065844e-35 4.762653974710836e-38 -1.612238358326018e-15 1.1760098322411317e-13 1.8272064539069662e-22 4.623709020265614e-14 -4.617457285028769e-25 1.3797603812808712e-15 -3.1793468478374503e-21 -1.753370542032404e-13 1.7655612847440396e-29 -1.4144974331477412e-22 5.1238752288771573e-14 -4.542059519737816e-13 -3.729076943658522e-20 2.919356244580823e-16 -6.927882885723126e-14 2.949391663403743e-13 0.062206596400097874 1.532088467199324e-19 2.152126544839743e-13 3.0408353621293363e-18 5.423647899266192e-13 3.1080048165124154e-13 4.0528178989170934e-12 8.451236405242269e-14 -3.8848960104542964e-13 -1.0745600129568831e-26
-0.04439941406249991 500.00000001844626 -1.9190655406095852e-25 1.25577268270049e-08 -5.681825425244181e-23 0.21850559439521197 1.974647211490786e-18 5.677535997327841e-12 0.7192877953918764 2.704233562536261e-13 -1.8678335980805627e-13 7.419979212380809e-13 5.98949797990588e-15 7.020934475083287e-13 -7.360852555302345e-25 -2.0342830214521027e-15 8.616317561404209e-30 -1.4550725635100158e-20 -1.3667251257931884e-12 2.4499414903899432e-14 -6.699856184081513e-21 3.893705144469819e-35 4.731106832627865e-38 -1.5954820179260753e-15 1.176149107102101e-13 1.8272978717159842e-22 6.648209624040065e-14 -4.612603810534795e-25 3.049579969385405e-15 -2.9743781197300373e-21 -1.7532425396048875e-13 1.7684241478721922e-29 -1.4145526634109863e-22 5.1302639001007525e-14 -4.5420423828676856e-13 -3.7251580392259e-20 2.9348367784218175e-16 -6.928151900355686e-14 2.9493702843101377e-13 0.06220659764457647 1.5369863804558114e-19 2.1588617056911654e-13 3.0503519581696027e-18 5.423835230906167e-13 3.1177336681889437e-13 4.141850778230232e-12 8.451743539358241e-14 -3.8848803640491977e-13 -1.0678916609520621e-26
